mother,stepdaughter,category_for_map,,name,city,link,country,address,Latitude,Longitude
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in the name of the holy Archangels Michael and Gabriel,Роверето,http://ortodossia.org/,Italy,"Via R. Zotti, 17 Rovereto (TN) 38068",45.8861237,11.0225277
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of St. Andrew the First-Called in Romford,Ромфорд,http://www.sourozh.org/,Great Britain,"5 Park End Rd, Romford RM1 4AT",51.5809951,0.1823839
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of St. Blessed Ksenia of St. Petersburg,Росток,www.rokmp.de,Germany,"Thünenstr. 9, Rostock 18057",54.08382690000001,12.1079048
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Гаазька і Нідерландська єпархія,Parish of the Holy Grand Duke Alexander Nevsky,Роттердам,www.russian-diocese.nl,Netherlands,"Schiedamsesingel, 220, 3012 BA Rotterdam",51.912422,4.479233700000001
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of the Great Martyr and Healer Panteleimon,Саарбрюккен,www.rokmp.de,Germany,"die katholische St.Michael-Kirche. Schumannstr 25, 66111 Saarbrücken",49.23831670000001,7.00232
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Іспано-Португальська єпархія,Parish in honor of the pious Prince Alexander Nevsky,Сарагоса,http://orthodoxspain.com,Spain,"España, Comunidad Autónoma de Aragón, Zaragoza, Calle Ricardo del Arco, 29",41.6598939,-0.8781460999999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Diocesan community of St. Cedd,Саутгейт,http://www.sourozh.org/,Great Britain,"Southgate Methodist Church, 45 The Bourne, Southgate, N14 6RS",51.6317706,-0.1240045
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of St. Silouan of Athos in Southampton,Саутгемптон,http://www.sourozh.org/,Great Britain,"Millbrook Road, Southampton, SO15 0JZ",50.9141973,-1.4493164
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Іспано-Португальська єпархія,Parish in honor of Saint Nicholas the Wonderworker,Севілья,http://orthodoxspain.com,Spain,"calle Madre María Teresa 60, Sevilla",37.3831459,-5.961786399999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,,Church of St. George the Victorious in Szeged,Сегеда,http://hungary.orthodoxia.org,Hungary,6720 Szeged Kazinczy u. 7,46.2563046,20.1532943
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Diocesan community of St. Atracta,Слайго,http://www.sourozh.org/,Ireland,"St. Bernadettes Chapel, JF Kennedy parade, Sligo. Co. Sligo",54.2714377,-8.4696143
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,,"Courtyard of the Russian Orthodox Church, Church of Saint Nicholas the Wonderworker",Софія,http://podvorie-sofia.bg/,Bulgaria,"г. София, 1000, бул. “Царь Освободитель”, № 3.",42.69566349999999,23.3289254
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,"Community in honor of the Cathedral of the holy, glorious and all-laudatory 12 Apostles of Christ",Спеція,http://ortodossia.org/,Italy,"via Giovani Bosco, 8-12. Cappella San Domenico Savio",44.1130347,9.8424207
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Благочиння РПЦ МП в Швеції,Sergievsky Parish in Stockholm,Стокгольм,http://sweden.cerkov.ru/,Sweden,"Alvastravägen 8, Hägersten  (t-bana Aspudden)",59.30979310000001,18.0067313
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Великобританська і Західно-Європейська єпархія РПЦЗ,Parish of St. Colman of Ogavalsky,Страдбалі,https://orthodox-europe.org,Ireland,"St Colman’s Orthodox Church
The Abbeyleix Road
1km from Stradbally, Co. Laois",52.9152801,-7.347892300000001
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Корсунська єпархія,Parish in honor of Saint Gregory Palamas and Martyr Attalia in Strasbourg,Страсбург,https://cerkov-ru.com/,France,"France, 6 rue du Coq - 67000 Strasbourg",48.5819797,7.740941299999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of Saints Peter and Paul in Swindon,Суїндон,http://www.sourozh.org/,Great Britain,"The Rainbow Bookshop, Edgeware Road, Swindon  SN1 1QS ",51.5607125,-1.7834495
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,"Diocesan community in Tunbridge Wells, Kent",Танбрідж-Уеллс-Кент,http://www.sourozh.org/,Great Britain,"St Luke’s Church, St Luke’s Road, Tunbridge Wells, TN4 9JH",51.14486340000001,0.2688776
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,"Parish in honor of Saints Cosmas and Damian, Silverless Saints",Таранто,http://ortodossia.org/,Italy,"Via Minniti 4, Taranto",40.4678996,17.2507443
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Іспано-Португальська єпархія,"Church in honor of the icon of the Mother of God ""Skoroposhlynytsia""",Таррагона,http://orthodoxspain.com,Spain,"Raval de la Mar (antigua carretera de La Pineda), sin número, Vila-seca, Tarragona",41.1059437,1.1535085
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Іспано-Португальська єпархія,Parish in honor of the Ascension of the Lord,Тенеріфе,http://orthodoxspain.com,Spain,"г. Callao Salvaje, ул. Avenida del Jable,1, Испания. о. Тенерифе, Канарские острова",28.1316268,-16.7772619
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,,Church of St. Nicholas in Tokai,Токай,http://hungary.orthodoxia.org,Hungary,"3910 Tokaj, Bethlen Gábor u. 15",48.12727,21.408146
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Іспано-Португальська єпархія,Church of the Nativity of the Holy Mother of God,Торревьєха,http://orthodoxspain.com,Spain,"03183 Torrevieja Urbanización Calas Blancas, calle Bruselas 4",37.9846095,-0.6674564
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of Saints Anthony and Elijah in Totnes,Тотнес,http://www.sourozh.org/,Great Britain,"5 Priory Drive, Totnes, Devon, TQ9 5HU",50.4332439,-3.6868465
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of Saint Nicholas the Wonderworker,Тревізо,http://ortodossia.org/,Italy,"Chiesa Sant’Agostino, Via S. Agostino 36, 31100 Treviso (TV)",45.66724689999999,12.2497931
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Брюсельсько-Бельгійська єпархія,Monastery of the Iver icon of the Mother of God,Трезін'ї,https://www.archiepiskopia.be/,Belgium,"Rue du Caillou 3,
B-6183 Trazegnies",50.4623183,4.3331785
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in the name of Saint Blessed Ksenia of St. Petersburg,Тренто,http://ortodossia.org/,Italy,"Via R. Zotti 17, 38068  Rovereto (TN)",45.8861237,11.0225277
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish in the name of the forty Martyrs of Sebastien,Трір,www.rokmp.de,Germany,"Autobahnkirche St. Paul, Arnold-Janssen-Straße 1, 54516 Wittlich",49.977747,6.9268413
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,St. Cuthbert's Parish in Truro,Труро,http://www.sourozh.org/,Great Britain,"23 The Coombe, Newlyn, Penzance TR18 5HR",50.1070609,-5.5515662
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Корсунська єпархія,"Community in honor of the icon of the Mother of God ""Vladimirskaya""",Тулуза,https://cerkov-ru.com/,France,"Тулуза, 108 Avenue de Lavaur",43.6219218,1.464504
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,"Parish in the name of Saint Maximus, Bishop of Turin",Турін,http://ortodossia.org/,Italy,Strada Val San Martino 7 — 10131 Torino,45.0552792,7.723143100000001
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of the Resurrection of Christ,Турін,http://ortodossia.org/,Italy,Via Monfalcone 20 — 10136 Torino,45.0489522,7.6469683
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Брюсельсько-Бельгійська єпархія,Chapel of the Annunciation of the Holy Mother of God,Турне,https://www.archiepiskopia.be/,Belgium,"Rue Albert 33,
B-7540 Kain",50.6251796,3.3903474
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of Saint Reverend Mary of Egypt,Тюбинген,www.rokmp.de,Germany,Österbergstr.2 72074 Tübingen (Eingang Schlatterhaus),48.5207317,9.058339799999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of the Exaltation of the Holy Cross,Удіне,http://ortodossia.org/,Italy,"Chiesa ortodossa, Via Pozzuolo, 330 Udine, 33100",46.03423189999999,13.2222766
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Сурозька єпархія,Parish of St Edward the King and Martyr in Wimborne,Уїмборн,http://www.sourozh.org/,Great Britain,"Church St., Shapwick, Dorset, DT11 9LA",50.8145884,-2.0898159
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,"Church of the icon of the Mother of God ""Sign"" of Kursk-Korinna",Ульм,www.rokmp.de,Germany,"Münsterplatz 21
89073 Ulm",48.3991864,9.9932614
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Chapel of St. Valentine and Pasikrates,Ульм,www.rokmp.de,Germany,"Judenhof 9,
D-89073 Ulm",48.3982134,9.995157899999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Благочиння РПЦ МП в Швеції,Parish of Saints Peter and Paul,Умео,http://sweden.cerkov.ru/,Sweden,Olle Fiskarens väg 10,63.815684,20.3447297
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Благочиння РПЦ МП в Швеції,Parish in honor of Saint Nicholas the Wonderworker,Уппсала,http://sweden.cerkov.ru/,Sweden,"Sankta Maria kyrka, Stenhagsvägen 201, 752 60 Uppsala",59.8532287,17.5639442
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of the Holy Apostles Peter and Paul,Фаєнца,http://ortodossia.org/,Italy,"Corso Giuseppe Mazzini 150, Faenza",44.2897185,11.8733337
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of the Intercession of the Holy Mother of God,Феррара,http://ortodossia.org/,Italy,"Via Dell’Isola Bianca 3, Pontelagoscuro, Ferrara",44.8834851,11.6095336
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of the Kazan icon of the Mother of God,Феррара,http://ortodossia.org/,Italy,"Piazzetta Giovanni Tossignano, 2-4, 44121 Ferrara FE. Chiesa San Girolamo",44.8323972,11.6268196
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of the Holy Trinity,Фіденца,http://ortodossia.org/,Italy,Via A. Zani 53/a,44.4449054,12.2587083
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Великобританська і Західно-Європейська єпархія РПЦЗ,Parish of Nativity of Christ and St. Nicholas the Wonderworker,Флоренція,https://orthodox-europe.org,Italy,"Via Leone X, 8
50129 Firenze FI, Italy",43.7836141,11.2546783
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,"Community in honor of the Nativity of the Prophet, Forerunner and Baptist of the Lord John",Форте-деї-Мармі,http://ortodossia.org/,Italy,"Ripa- Pozzi-Ponterosso, Piazza 25 Aprile",43.986703,10.2254934
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of St. Nicholas the Wonderworker,Фрайбург-у-Брайсгау,www.rokmp.de,Germany,"Аuwaldstr. 94a, 79110 Freiburg",48.02118600000001,7.8115101
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Адміністрація парафій МП в Італії,Parish in honor of the Intercession of the Holy Mother of God,Франкавілла Фонтану,http://ortodossia.org/,Italy,"Via Vittorio Veneto 55, Francavilla Fontana",40.5307614,17.5879785
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of Holy Martyr Cyprian and Martyr Justina,Франкфурт-на-Майні,www.rokmp.de,Germany,"Friedrich-Ebert-Anlage 33, 60327 Frankfurt/Main",50.1102942,8.6575823
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of Christ the Savior,Франкфурт-на-Одері,www.rokmp.de,Germany,"Bahnhofstraße 3, 15295 Brieskow-Finkenheerd",52.2531056,14.5686648
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Community in Friedrichshafen,Фридріхсхафен Айлінген,www.rokmp.de,Germany,Kirchweg 10 88048 Friedrichshafen-Ailingen,47.6885671,9.4891404
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Community of the Ascension of the Lord,Фульда,www.rokmp.de,Germany,"Radgarstr. 13, 36037 Fulda",50.55461,9.6850955
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of St. First Martyr and Archdeacon Stephen,Хальберштадт,www.rokmp.de,Germany,"Moritzplan 1, 38820 Halberstadt ( St. Moritzkirche)",51.9000721,11.0488991
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,,Assumption Cathedral (Russian Holy Trinity Parish),Хевіз,http://hungary.orthodoxia.org,Hungary,"8380 Hévíz, Ady Endre utca 15",46.7804302,17.1888223
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of the Nativity of the Most Holy Theotokos,Хемніц,www.rokmp.de,Germany,"St. Johannes-Nepomuk-Propsteikirche, Hohe Straße 1, 09112 Chemnitz",50.8290601,12.9124232
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Community in the city of Homburg,Хомбург,www.rokmp.de,Germany,"St. Michael Str. 7 , 66424 Homburg/ Saar",49.320938,7.3409434
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,"Community of the Icon of the Mother of God ""Iverska""",Целле,www.rokmp.de,Germany,"29225 Сelle, Heese 18(A)",52.6172658,10.0565746
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Брюсельсько-Бельгійська єпархія,Church of the Holy Trinity,Шарлеруа,https://www.archiepiskopia.be/,Belgium,"Chaussee de Charleroi 436,
B-6080 Montigny-sur-Sambre",50.40356370000001,4.455312699999999
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,"Parish of the Nativity of the Prophet, Forerunner and Baptist of the Lord John",Швайнфурт,www.rokmp.de,Germany,Friedenstr. 17 97421 Schweinfurt,50.0430663,10.2250061
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Church of the Holy Great Martyr Dmitrii Solynskiy,Шверін,www.rokmp.de,Germany,"Hamburger Allee 120
19063 Schwerin",53.5928285,11.4627297
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Community in the city of Schleswig,Шлезвіг,www.rokmp.de,Germany,"die evangelische St-Michael-Kirche statt. Lölfuß, Schleswig",54.5138729,9.5515206
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Community in honor of the holy martyrs Adrian and Natalia,Штаде,www.rokmp.de,Germany,"Bockhorster Weg 27, 21682 Stade",53.6086932,9.4489229
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,St. James the Apostle Parish,Штендаль,www.rokmp.de,Germany,"Jacobikirchhof 1, 39576 Stendal (Jacobikirche)",52.60823,11.85806
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,The community of George the Victorious,Штральзунд,www.rokmp.de,Germany,"Marien Kirche, Marienstrasse 16, 18439 Stralsund",54.3099332,13.0880146
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Берлінсько-Німецька єпархія,Parish of God's Prophet Ilya,Штутгарт,www.rokmp.de,Germany,Steigerwald str.10 70469 Stuttgart,48.811153,9.1471775
Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,Moscow Patriarchy of the Russian Orthodox Church,,Iremsky temple of St. Alexandra,Юрем,http://hungary.orthodoxia.org,Hungary,"2096 Üröm, Patak u. 7. Levelezesi cim: 1062 Budapest, Lendvay u. 26",47.4895203,19.2856448
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Берлінсько-Німецька єпархія,Parish of the Ascension of the Lord,Aalen,www.rokmp.de,Germany,"Langertstraße 116, 73431 Aalen",48.8243467,10.0999763
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of St. Apostles Peter and Paul,Amberg,https://rocor.de/,Germany,"Breslauerstr. 15,
92224 Amberg",49.42959090000001,11.8843135
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,Parish of the Intercession of the Virgin,Arnhem,https://orthodox-europe.org,Netherlands,"Amsterdamseweg 96,
6814GG Arnhem, Holland",51.9870966,5.8975357
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Сурозька єпархія,Parish of the Holy Epiphany,Атлон,http://www.sourozh.org/,Ireland,"Summerhill, Crannagh, Athlone, Co. Roscommon, N37 T298",53.4112208,-7.9888948
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of the Icon of All Sorrowful Joys,Аугсбург,https://rocor.de/,Germany,"Stadtbergerstr. 26 а,
86157 Augsburg",48.3630709,10.8643263
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of St. mts. Tsarina Alexandra,Бад Емс,https://rocor.de/,Germany,"Wilhelmsallee 12,
56130 Bad Ems",50.3303405,7.7219404
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of All Saints,Бад Хомбург фор дер Гохе,https://rocor.de/,Germany,"Kaiser-Friedrich-Promenade,
61348 Bad Homburg vor der Höhe",50.2251043,8.6257348
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of Rev. Serhiy Radonezhsky,Бад-Кіссінген,https://rocor.de/,Germany,"Salinenstr. 20,
97688 Bad Kissingen",50.2057085,10.0746971
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of St. Innocent and St. Seraphim of Sarovsky,Бад-Наухайм,https://rocor.de/,Germany,"Reinhardstr. 12,
61231 Bad Nauheim",50.36456,8.73718
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of the Transfiguration of the Lord,Баден-Баден,https://rocor.de/,Germany,"Lichtentaler Str. 76,
76530 Baden-Baden",48.7538171,8.2444364
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,,Patriarchal courtyard in honor of Saint Nicholas the Wonderworker,Барі,https://bargrad.com/,Italy,"Corso Benedetto Croce, 130
70125 Bari, Italia",41.1099688,16.8723695
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,,"The Russian Orthodox Church, the Church of the Holy Trinity and the Iver Chapel",Белград,http://www.patriarchia.ru/db/text/4547484.html,Serbia,"ул. Таковска, 4, 11000, Белград, Сербия",44.8112155,20.4679494
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,Parish of St. John of Shanghai,Белфаст,https://orthodox-europe.org,Great Britain,"St John’s Orthodox Church
4 Ashfield Drive, Belfast, BT15 3FT",54.6229457,-5.933015600000001
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Temple of the Intercession of the Holy Mother of God,Берлін,https://rocor.de/,Germany,"Wintersteinstraße 24,
10587 Berlin",52.5198799,13.3071949
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Savior and Transfiguration Church,Білефельд-Зеннештадт,https://rocor.de/,Germany,"Am Beckhof 18,
33689 Bielefeld-Sennestadt",51.92653,8.59615
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Church of St. Great Martyr George the Victorious,Бохум,https://rocor.de/,Germany,"Feldsieperstr. 129,
44809 Bochum",51.4946732,7.2100791
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,Church of St. orthodox John of Kronstadt,Брюссель,https://orthodox-europe.org,Belgium,"8, avenue du Manoir, (avenue de Fré)
B–1180 Bruxelles, Belgique",50.8031391,4.3445944
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Великобританська і Західно-Європейська єпархія РПЦЗ,Church of the Resurrection of Christ,Брюссель,https://orthodox-europe.org,Belgium,"42, rue des Drapiers
B–1050 Bruxelles, Belgique",50.8349716,4.3597907
Moscow Patriarchy of the Russian Orthodox Church,Russian Orthodox Church abroad,Russian Orthodox Church abroad,Німецька єпархія РПЦЗ,Women's monastery in honor of the holy reverend martyr Grand Duchess Elizaveta,Бухендорф,https://rocor.de/,Germany,"Forstenrieder-Park-Str. 2,
82131 Buchendorf",48.0565051,11.4027619
